,Backbone,Dataset,MC Samples,# of Frames,Prediction Model,Seed,Uncertainty Measure,Aggregation Type,OOD Detection Rate,OOD AUROC,TTA Transforms
11357,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,0,MCDropout,3,pred_entropy_mask,Image Level,0.764,0.597728,()
11358,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,0,MCDropout,3,expected_entropy_mask,Patch Level,0.52,0.5084120000000001,()
11359,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,0,MCDropout,3,expected_entropy_mask,Image Level,0.764,0.589088,()
11360,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,0,MCDropout,3,expected_entropy_class,Patch Level,0.634,0.583464,()
11361,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,0,MCDropout,3,expected_entropy_class,Image Level,0.806,0.6303799999999999,()
11362,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,0,MCDropout,3,pred_entropy_class,Patch Level,0.622,0.5865319999999999,()
11363,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,0,MCDropout,3,pred_entropy_class,Image Level,0.812,0.638292,()
11364,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,0,MCDropout,3,mutual_information_class,Patch Level,0.638,0.6259520000000001,()
11365,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,0,MCDropout,3,mutual_information_class,Image Level,0.766,0.648196,()
11366,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,0,MCDropout,3,softmax_cls_score,Image Level,0.786,0.644008,()
11367,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,0,MCDropout,3,norm_sigmoid_mask_score,Image Level,0.734,0.597348,()
11368,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,0,MCDropout,3,class_mask_combined_score,Image Level,0.78,0.6391,()
11369,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,0,MCDropout,3,mutual_information_mask,Patch Level,0.51,0.51052,()
11370,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,0,MCDropout,3,mutual_information_mask,Image Level,0.718,0.59892,()
11371,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,0,MCDropout,3,expected_variance_mask,Patch Level,0.412,0.448388,()
11372,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,0,MCDropout,3,norm_sigmoid_mask_score,Patch Level,0.416,0.448264,()
11373,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,0,MCDropout,3,pred_variance_mask,Patch Level,0.408,0.449244,()
11374,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,0,MCDropout,3,expected_variance_mask,Image Level,0.16,0.324192,()
11375,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,0,MCDropout,3,softmax_cls_score,Patch Level,0.474,0.491204,()
11376,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,0,MCDropout,3,class_mask_combined_score,Patch Level,0.464,0.4841479999999999,()
11377,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),3,0,MCDropout,3,pred_variance_mask,Image Level,0.152,0.326704,()
11378,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),0,3,TTA+Timeseries,2,pred_entropy_mask,Patch Level,0.422,0.468944,"('scale',)"
11379,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),0,3,TTA+Timeseries,2,pred_entropy_mask,Image Level,0.826,0.5959559999999999,"('scale',)"
11380,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),0,3,TTA+Timeseries,2,expected_entropy_mask,Image Level,0.61,0.51922,"('scale',)"
11381,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),0,3,TTA+Timeseries,2,mutual_information_mask,Patch Level,0.466,0.467584,"('scale',)"
11382,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),0,3,TTA+Timeseries,2,mutual_information_mask,Image Level,0.852,0.646428,"('scale',)"
11383,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),0,3,TTA+Timeseries,2,expected_entropy_class,Patch Level,0.466,0.49628,"('scale',)"
11384,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),0,3,TTA+Timeseries,2,expected_entropy_class,Image Level,0.8,0.5402880000000001,"('scale',)"
11385,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),0,3,TTA+Timeseries,2,pred_entropy_class,Patch Level,0.674,0.5437799999999999,"('scale',)"
11386,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),0,3,TTA+Timeseries,2,pred_entropy_class,Image Level,0.946,0.6277679999999999,"('scale',)"
11387,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),0,3,TTA+Timeseries,2,mutual_information_class,Image Level,0.964,0.7298680000000001,"('scale',)"
11388,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),0,3,TTA+Timeseries,2,softmax_cls_score,Image Level,0.926,0.6055959999999999,"('scale',)"
11389,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),0,3,TTA+Timeseries,2,norm_sigmoid_mask_score,Image Level,0.78,0.583492,"('scale',)"
11390,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),0,3,TTA+Timeseries,2,class_mask_combined_score,Image Level,0.92,0.606768,"('scale',)"
11391,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),0,3,TTA+Timeseries,2,expected_variance_mask,Image Level,0.188,0.396812,"('scale',)"
11392,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),0,3,TTA+Timeseries,2,mutual_information_class,Patch Level,0.758,0.670684,"('scale',)"
11393,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),0,3,TTA+Timeseries,2,pred_variance_mask,Image Level,0.09,0.35406,"('scale',)"
11394,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),0,3,TTA+Timeseries,2,expected_variance_mask,Patch Level,0.436,0.47046,"('scale',)"
11395,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),0,3,TTA+Timeseries,2,softmax_cls_score,Patch Level,0.446,0.48992,"('scale',)"
11396,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),0,3,TTA+Timeseries,2,norm_sigmoid_mask_score,Patch Level,0.398,0.46512,"('scale',)"
11397,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),0,3,TTA+Timeseries,2,pred_variance_mask,Patch Level,0.44,0.472012,"('scale',)"
11398,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),0,3,TTA+Timeseries,2,class_mask_combined_score,Patch Level,0.424,0.485144,"('scale',)"
11399,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),0,3,TTA+Timeseries,2,expected_entropy_mask,Patch Level,0.458,0.48990399999999995,"('scale',)"
11400,ResNet50,Cityscapes OOD,5,0,MCDropout,1,pred_entropy_mask,Image Level,0.962,0.7441720000000001,()
11401,ResNet50,Cityscapes OOD,5,0,MCDropout,1,expected_entropy_mask,Patch Level,0.74,0.616072,()
11402,ResNet50,Cityscapes OOD,5,0,MCDropout,1,expected_entropy_mask,Image Level,0.96,0.736076,()
11403,ResNet50,Cityscapes OOD,5,0,MCDropout,1,mutual_information_mask,Image Level,0.876,0.734612,()
11404,ResNet50,Cityscapes OOD,5,0,MCDropout,1,expected_entropy_class,Patch Level,0.702,0.631052,()
11405,ResNet50,Cityscapes OOD,5,0,MCDropout,1,expected_entropy_class,Image Level,0.952,0.773056,()
11406,ResNet50,Cityscapes OOD,5,0,MCDropout,1,expected_variance_mask,Image Level,0.532,0.553704,()
11407,ResNet50,Cityscapes OOD,5,0,MCDropout,1,pred_entropy_class,Image Level,0.946,0.77336,()
11408,ResNet50,Cityscapes OOD,5,0,MCDropout,1,mutual_information_class,Patch Level,0.418,0.45704,()
11409,ResNet50,Cityscapes OOD,5,0,MCDropout,1,mutual_information_class,Image Level,0.754,0.71406,()
11410,ResNet50,Cityscapes OOD,5,0,MCDropout,1,softmax_cls_score,Patch Level,0.582,0.567924,()
11411,ResNet50,Cityscapes OOD,5,0,MCDropout,1,softmax_cls_score,Image Level,0.918,0.760556,()
11412,ResNet50,Cityscapes OOD,5,0,MCDropout,1,norm_sigmoid_mask_score,Image Level,0.888,0.74646,()
11413,ResNet50,Cityscapes OOD,5,0,MCDropout,1,pred_variance_mask,Image Level,0.504,0.542776,()
11414,ResNet50,Cityscapes OOD,5,0,MCDropout,1,class_mask_combined_score,Patch Level,0.602,0.57266,()
11415,ResNet50,Cityscapes OOD,5,0,MCDropout,1,class_mask_combined_score,Image Level,0.914,0.757024,()
11416,ResNet50,Cityscapes OOD,5,0,MCDropout,1,expected_variance_mask,Patch Level,0.432,0.465552,()
11417,ResNet50,Cityscapes OOD,5,0,MCDropout,1,pred_entropy_class,Patch Level,0.626,0.5810440000000001,()
11418,ResNet50,Cityscapes OOD,5,0,MCDropout,1,norm_sigmoid_mask_score,Patch Level,0.472,0.47860800000000003,()
11419,ResNet50,Cityscapes OOD,5,0,MCDropout,1,pred_variance_mask,Patch Level,0.434,0.46768000000000004,()
11420,ResNet50,Cityscapes OOD,5,0,MCDropout,1,pred_entropy_mask,Patch Level,0.61,0.562132,()
11421,ResNet50,Cityscapes OOD,5,0,MCDropout,1,mutual_information_mask,Patch Level,0.626,0.589328,()
11422,Swin-B,Cityscapes OOD (VIPER model),0,3,Timeseries,2,pred_entropy_mask,Patch Level,0.452,0.471584,()
11423,Swin-B,Cityscapes OOD (VIPER model),0,3,Timeseries,2,pred_entropy_mask,Image Level,0.73,0.579784,()
11424,Swin-B,Cityscapes OOD (VIPER model),0,3,Timeseries,2,expected_entropy_mask,Patch Level,0.39,0.46167199999999997,()
11425,Swin-B,Cityscapes OOD (VIPER model),0,3,Timeseries,2,expected_entropy_mask,Image Level,0.588,0.502992,()
11426,Swin-B,Cityscapes OOD (VIPER model),0,3,Timeseries,2,mutual_information_mask,Patch Level,0.54,0.53562,()
11427,Swin-B,Cityscapes OOD (VIPER model),0,3,Timeseries,2,mutual_information_mask,Image Level,0.804,0.7239599999999999,()
11428,Swin-B,Cityscapes OOD (VIPER model),0,3,Timeseries,2,expected_entropy_class,Image Level,0.684,0.54492,()
11429,Swin-B,Cityscapes OOD (VIPER model),0,3,Timeseries,2,pred_entropy_class,Image Level,0.914,0.6728679999999999,()
11430,Swin-B,Cityscapes OOD (VIPER model),0,3,Timeseries,2,mutual_information_class,Image Level,0.986,0.8636159999999999,()
11431,Swin-B,Cityscapes OOD (VIPER model),0,3,Timeseries,2,softmax_cls_score,Image Level,0.884,0.656912,()
11432,Swin-B,Cityscapes OOD (VIPER model),0,3,Timeseries,2,norm_sigmoid_mask_score,Image Level,0.694,0.561488,()
11433,Swin-B,Cityscapes OOD (VIPER model),0,3,Timeseries,2,class_mask_combined_score,Image Level,0.862,0.6540959999999999,()
11434,Swin-B,Cityscapes OOD (VIPER model),0,3,Timeseries,2,mutual_information_class,Patch Level,0.786,0.6819040000000001,()
11435,Swin-B,Cityscapes OOD (VIPER model),0,3,Timeseries,2,softmax_cls_score,Patch Level,0.386,0.46098399999999995,()
11436,Swin-B,Cityscapes OOD (VIPER model),0,3,Timeseries,2,expected_entropy_class,Patch Level,0.548,0.531564,()
11437,Swin-B,Cityscapes OOD (VIPER model),0,3,Timeseries,2,pred_entropy_class,Patch Level,0.714,0.584276,()
11438,Swin-B,Cityscapes OOD (VIPER model),0,3,Timeseries,2,class_mask_combined_score,Patch Level,0.408,0.45665199999999995,()
11439,Swin-B,Cityscapes OOD (VIPER model),0,3,Timeseries,2,expected_variance_mask,Patch Level,0.398,0.433172,()
11440,Swin-B,Cityscapes OOD (VIPER model),0,3,Timeseries,2,expected_variance_mask,Image Level,0.15,0.3333,()
11441,Swin-B,Cityscapes OOD (VIPER model),0,3,Timeseries,2,norm_sigmoid_mask_score,Patch Level,0.414,0.443028,()
11442,Swin-B,Cityscapes OOD (VIPER model),0,3,Timeseries,2,pred_variance_mask,Image Level,0.076,0.280764,()
11443,Swin-B,Cityscapes OOD (VIPER model),0,3,Timeseries,2,pred_variance_mask,Patch Level,0.38,0.43157599999999996,()
11444,Swin-B,Cityscapes OOD (VIPER model),3,0,MCDropout,1,pred_entropy_mask,Image Level,0.664,0.579588,()
11445,Swin-B,Cityscapes OOD (VIPER model),3,0,MCDropout,1,expected_entropy_mask,Image Level,0.704,0.593688,()
11446,Swin-B,Cityscapes OOD (VIPER model),3,0,MCDropout,1,mutual_information_mask,Patch Level,0.458,0.457808,()
11447,Swin-B,Cityscapes OOD (VIPER model),3,0,MCDropout,1,mutual_information_mask,Image Level,0.538,0.510792,()
11448,Swin-B,Cityscapes OOD (VIPER model),3,0,MCDropout,1,expected_entropy_class,Image Level,0.686,0.6162239999999999,()
11449,Swin-B,Cityscapes OOD (VIPER model),3,0,MCDropout,1,pred_entropy_class,Image Level,0.7,0.623532,()
11450,Swin-B,Cityscapes OOD (VIPER model),3,0,MCDropout,1,mutual_information_class,Patch Level,0.59,0.57314,()
11451,Swin-B,Cityscapes OOD (VIPER model),3,0,MCDropout,1,mutual_information_class,Image Level,0.692,0.6250319999999999,()
11452,Swin-B,Cityscapes OOD (VIPER model),3,0,MCDropout,1,softmax_cls_score,Patch Level,0.506,0.495536,()
11453,Swin-B,Cityscapes OOD (VIPER model),3,0,MCDropout,1,softmax_cls_score,Image Level,0.672,0.617608,()
11454,Swin-B,Cityscapes OOD (VIPER model),3,0,MCDropout,1,norm_sigmoid_mask_score,Image Level,0.6,0.56054,()
11455,Swin-B,Cityscapes OOD (VIPER model),3,0,MCDropout,1,class_mask_combined_score,Patch Level,0.516,0.492508,()
11456,Swin-B,Cityscapes OOD (VIPER model),3,0,MCDropout,1,class_mask_combined_score,Image Level,0.66,0.612136,()
11457,Swin-B,Cityscapes OOD (VIPER model),3,0,MCDropout,1,pred_entropy_mask,Patch Level,0.448,0.47201200000000004,()
11458,Swin-B,Cityscapes OOD (VIPER model),3,0,MCDropout,1,expected_entropy_mask,Patch Level,0.498,0.503364,()
11459,Swin-B,Cityscapes OOD (VIPER model),3,0,MCDropout,1,expected_entropy_class,Patch Level,0.688,0.6428759999999999,()
11460,Swin-B,Cityscapes OOD (VIPER model),3,0,MCDropout,1,expected_variance_mask,Patch Level,0.388,0.44039599999999995,()
11461,Swin-B,Cityscapes OOD (VIPER model),3,0,MCDropout,1,pred_entropy_class,Patch Level,0.698,0.642488,()
11462,Swin-B,Cityscapes OOD (VIPER model),3,0,MCDropout,1,norm_sigmoid_mask_score,Patch Level,0.412,0.442056,()
11463,Swin-B,Cityscapes OOD (VIPER model),3,0,MCDropout,1,pred_variance_mask,Patch Level,0.378,0.44043599999999994,()
11464,Swin-B,Cityscapes OOD (VIPER model),3,0,MCDropout,1,expected_variance_mask,Image Level,0.18,0.287352,()
11465,Swin-B,Cityscapes OOD (VIPER model),3,0,MCDropout,1,pred_variance_mask,Image Level,0.178,0.284816,()
11466,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),5,3,MCDropout+Timeseries,2,pred_entropy_mask,Image Level,0.844,0.601596,()
11467,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),5,3,MCDropout+Timeseries,2,expected_entropy_mask,Image Level,0.682,0.532524,()
11468,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),5,3,MCDropout+Timeseries,2,mutual_information_mask,Image Level,0.844,0.633148,()
11469,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),5,3,MCDropout+Timeseries,2,expected_entropy_class,Patch Level,0.54,0.514448,()
11470,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),5,3,MCDropout+Timeseries,2,expected_entropy_class,Image Level,0.798,0.5438040000000001,()
11471,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),5,3,MCDropout+Timeseries,2,pred_entropy_class,Patch Level,0.618,0.5428000000000001,()
11472,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),5,3,MCDropout+Timeseries,2,pred_entropy_class,Image Level,0.954,0.6429079999999999,()
11473,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),5,3,MCDropout+Timeseries,2,mutual_information_class,Image Level,0.984,0.796384,()
11474,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),5,3,MCDropout+Timeseries,2,softmax_cls_score,Patch Level,0.402,0.486152,()
11475,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),5,3,MCDropout+Timeseries,2,softmax_cls_score,Image Level,0.924,0.625128,()
11476,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),5,3,MCDropout+Timeseries,2,norm_sigmoid_mask_score,Image Level,0.786,0.597192,()
11477,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),5,3,MCDropout+Timeseries,2,class_mask_combined_score,Patch Level,0.414,0.484224,()
11478,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),5,3,MCDropout+Timeseries,2,class_mask_combined_score,Image Level,0.922,0.62742,()
11479,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),5,3,MCDropout+Timeseries,2,mutual_information_class,Patch Level,0.72,0.6593959999999999,()
11480,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),5,3,MCDropout+Timeseries,2,pred_entropy_mask,Patch Level,0.434,0.4671759999999999,()
11481,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),5,3,MCDropout+Timeseries,2,expected_entropy_mask,Patch Level,0.48,0.49118799999999996,()
11482,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),5,3,MCDropout+Timeseries,2,mutual_information_mask,Patch Level,0.458,0.46699599999999997,()
11483,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),5,3,MCDropout+Timeseries,2,expected_variance_mask,Patch Level,0.42,0.457016,()
11484,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),5,3,MCDropout+Timeseries,2,norm_sigmoid_mask_score,Patch Level,0.454,0.46800800000000004,()
11485,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),5,3,MCDropout+Timeseries,2,pred_variance_mask,Patch Level,0.414,0.45753200000000005,()
11486,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),5,3,MCDropout+Timeseries,2,expected_variance_mask,Image Level,0.162,0.402172,()
11487,DINOv2 (ViT-B),Cityscapes OOD (VIPER model),5,3,MCDropout+Timeseries,2,pred_variance_mask,Image Level,0.07,0.359844,()
11488,DINOv2 (ViT-B),Cityscapes OOD,0,5,TTA+Timeseries,1,pred_entropy_mask,Patch Level,0.504,0.506352,"('scale',)"
11489,DINOv2 (ViT-B),Cityscapes OOD,0,5,TTA+Timeseries,1,pred_entropy_mask,Image Level,0.684,0.5414800000000001,"('scale',)"
11490,DINOv2 (ViT-B),Cityscapes OOD,0,5,TTA+Timeseries,1,mutual_information_mask,Patch Level,0.53,0.5109239999999999,"('scale',)"
11491,DINOv2 (ViT-B),Cityscapes OOD,0,5,TTA+Timeseries,1,mutual_information_mask,Image Level,0.688,0.557852,"('scale',)"
11492,DINOv2 (ViT-B),Cityscapes OOD,0,5,TTA+Timeseries,1,expected_entropy_class,Image Level,0.622,0.5150600000000001,"('scale',)"
11493,DINOv2 (ViT-B),Cityscapes OOD,0,5,TTA+Timeseries,1,pred_entropy_class,Image Level,0.922,0.59544,"('scale',)"
11494,DINOv2 (ViT-B),Cityscapes OOD,0,5,TTA+Timeseries,1,mutual_information_class,Patch Level,0.706,0.603448,"('scale',)"
11495,DINOv2 (ViT-B),Cityscapes OOD,0,5,TTA+Timeseries,1,mutual_information_class,Image Level,0.946,0.674072,"('scale',)"
11496,DINOv2 (ViT-B),Cityscapes OOD,0,5,TTA+Timeseries,1,softmax_cls_score,Patch Level,0.532,0.5304800000000001,"('scale',)"
11497,DINOv2 (ViT-B),Cityscapes OOD,0,5,TTA+Timeseries,1,softmax_cls_score,Image Level,0.828,0.574308,"('scale',)"
11498,DINOv2 (ViT-B),Cityscapes OOD,0,5,TTA+Timeseries,1,class_mask_combined_score,Patch Level,0.508,0.5224759999999999,"('scale',)"
11499,DINOv2 (ViT-B),Cityscapes OOD,0,5,TTA+Timeseries,1,class_mask_combined_score,Image Level,0.79,0.5736640000000001,"('scale',)"
11500,DINOv2 (ViT-B),Cityscapes OOD,0,5,TTA+Timeseries,1,expected_entropy_mask,Patch Level,0.48,0.5061640000000001,"('scale',)"
11501,DINOv2 (ViT-B),Cityscapes OOD,0,5,TTA+Timeseries,1,expected_entropy_mask,Image Level,0.544,0.506176,"('scale',)"
11502,DINOv2 (ViT-B),Cityscapes OOD,0,5,TTA+Timeseries,1,expected_entropy_class,Patch Level,0.384,0.461132,"('scale',)"
11503,DINOv2 (ViT-B),Cityscapes OOD,0,5,TTA+Timeseries,1,expected_variance_mask,Patch Level,0.51,0.514204,"('scale',)"
11504,DINOv2 (ViT-B),Cityscapes OOD,0,5,TTA+Timeseries,1,expected_variance_mask,Image Level,0.388,0.47518,"('scale',)"
11505,DINOv2 (ViT-B),Cityscapes OOD,0,5,TTA+Timeseries,1,norm_sigmoid_mask_score,Image Level,0.544,0.51622,"('scale',)"
11506,DINOv2 (ViT-B),Cityscapes OOD,0,5,TTA+Timeseries,1,pred_variance_mask,Patch Level,0.516,0.51418,"('scale',)"
11507,DINOv2 (ViT-B),Cityscapes OOD,0,5,TTA+Timeseries,1,pred_variance_mask,Image Level,0.26,0.450732,"('scale',)"
11508,DINOv2 (ViT-B),Cityscapes OOD,0,5,TTA+Timeseries,1,pred_entropy_class,Patch Level,0.626,0.539196,"('scale',)"
11509,DINOv2 (ViT-B),Cityscapes OOD,0,5,TTA+Timeseries,1,norm_sigmoid_mask_score,Patch Level,0.418,0.459264,"('scale',)"
11510,Swin-B,Cityscapes OOD (VIPER model),5,0,MCDropout,3,pred_entropy_mask,Image Level,0.668,0.5726319999999999,()
11511,Swin-B,Cityscapes OOD (VIPER model),5,0,MCDropout,3,expected_entropy_mask,Image Level,0.71,0.5860479999999999,()
11512,Swin-B,Cityscapes OOD (VIPER model),5,0,MCDropout,3,mutual_information_mask,Patch Level,0.514,0.47462799999999994,()
11513,Swin-B,Cityscapes OOD (VIPER model),5,0,MCDropout,3,mutual_information_mask,Image Level,0.518,0.5151399999999999,()
11514,Swin-B,Cityscapes OOD (VIPER model),5,0,MCDropout,3,expected_entropy_class,Patch Level,0.674,0.6322960000000001,()
11515,Swin-B,Cityscapes OOD (VIPER model),5,0,MCDropout,3,expected_entropy_class,Image Level,0.696,0.61486,()
11516,Swin-B,Cityscapes OOD (VIPER model),5,0,MCDropout,3,pred_entropy_class,Patch Level,0.736,0.6587120000000001,()
11517,Swin-B,Cityscapes OOD (VIPER model),5,0,MCDropout,3,pred_entropy_class,Image Level,0.708,0.62348,()
11518,Swin-B,Cityscapes OOD (VIPER model),5,0,MCDropout,3,mutual_information_class,Patch Level,0.602,0.5852360000000001,()
11519,Swin-B,Cityscapes OOD (VIPER model),5,0,MCDropout,3,mutual_information_class,Image Level,0.686,0.635996,()
11520,Swin-B,Cityscapes OOD (VIPER model),5,0,MCDropout,3,softmax_cls_score,Image Level,0.69,0.614368,()
11521,Swin-B,Cityscapes OOD (VIPER model),5,0,MCDropout,3,norm_sigmoid_mask_score,Image Level,0.626,0.55278,()
11522,Swin-B,Cityscapes OOD (VIPER model),5,0,MCDropout,3,class_mask_combined_score,Image Level,0.668,0.606636,()
11523,Swin-B,Cityscapes OOD (VIPER model),5,0,MCDropout,3,expected_variance_mask,Patch Level,0.464,0.46973999999999994,()
11524,Swin-B,Cityscapes OOD (VIPER model),5,0,MCDropout,3,softmax_cls_score,Patch Level,0.47,0.49285599999999996,()
11525,Swin-B,Cityscapes OOD (VIPER model),5,0,MCDropout,3,norm_sigmoid_mask_score,Patch Level,0.476,0.470012,()
11526,Swin-B,Cityscapes OOD (VIPER model),5,0,MCDropout,3,pred_variance_mask,Patch Level,0.472,0.471684,()
11527,Swin-B,Cityscapes OOD (VIPER model),5,0,MCDropout,3,pred_entropy_mask,Patch Level,0.456,0.47850400000000004,()
11528,Swin-B,Cityscapes OOD (VIPER model),5,0,MCDropout,3,expected_entropy_mask,Patch Level,0.534,0.5137799999999999,()
11529,Swin-B,Cityscapes OOD (VIPER model),5,0,MCDropout,3,class_mask_combined_score,Patch Level,0.48,0.49297599999999997,()
11530,Swin-B,Cityscapes OOD (VIPER model),5,0,MCDropout,3,expected_variance_mask,Image Level,0.152,0.27416599999999997,()
11531,Swin-B,Cityscapes OOD (VIPER model),5,0,MCDropout,3,pred_variance_mask,Image Level,0.154,0.27292000000000005,()
11532,ResNet50,Cityscapes OOD,5,0,MCDropout,3,pred_entropy_mask,Patch Level,0.632,0.563828,()
11533,ResNet50,Cityscapes OOD,5,0,MCDropout,3,pred_entropy_mask,Image Level,0.958,0.744436,()
11534,ResNet50,Cityscapes OOD,5,0,MCDropout,3,expected_entropy_mask,Patch Level,0.77,0.61732,()
11535,ResNet50,Cityscapes OOD,5,0,MCDropout,3,expected_entropy_mask,Image Level,0.976,0.735,()
11536,ResNet50,Cityscapes OOD,5,0,MCDropout,3,mutual_information_mask,Image Level,0.872,0.734604,()
11537,ResNet50,Cityscapes OOD,5,0,MCDropout,3,expected_entropy_class,Patch Level,0.726,0.6368320000000001,()
11538,ResNet50,Cityscapes OOD,5,0,MCDropout,3,expected_entropy_class,Image Level,0.944,0.7734079999999999,()
11539,ResNet50,Cityscapes OOD,5,0,MCDropout,3,expected_variance_mask,Patch Level,0.452,0.465704,()
11540,ResNet50,Cityscapes OOD,5,0,MCDropout,3,expected_variance_mask,Image Level,0.556,0.5501119999999999,()
11541,ResNet50,Cityscapes OOD,5,0,MCDropout,3,pred_entropy_class,Patch Level,0.644,0.5802639999999999,()
11542,ResNet50,Cityscapes OOD,5,0,MCDropout,3,pred_entropy_class,Image Level,0.942,0.7752719999999999,()
11543,ResNet50,Cityscapes OOD,5,0,MCDropout,3,mutual_information_class,Patch Level,0.442,0.482796,()
11544,ResNet50,Cityscapes OOD,5,0,MCDropout,3,mutual_information_class,Image Level,0.79,0.7325919999999999,()
11545,ResNet50,Cityscapes OOD,5,0,MCDropout,3,softmax_cls_score,Patch Level,0.562,0.560524,()
11546,ResNet50,Cityscapes OOD,5,0,MCDropout,3,softmax_cls_score,Image Level,0.93,0.76318,()
11547,ResNet50,Cityscapes OOD,5,0,MCDropout,3,norm_sigmoid_mask_score,Patch Level,0.47,0.478152,()
11548,ResNet50,Cityscapes OOD,5,0,MCDropout,3,norm_sigmoid_mask_score,Image Level,0.896,0.746332,()
11549,ResNet50,Cityscapes OOD,5,0,MCDropout,3,pred_variance_mask,Patch Level,0.454,0.46917200000000003,()
11550,ResNet50,Cityscapes OOD,5,0,MCDropout,3,pred_variance_mask,Image Level,0.534,0.539356,()
11551,ResNet50,Cityscapes OOD,5,0,MCDropout,3,class_mask_combined_score,Patch Level,0.562,0.565912,()
11552,ResNet50,Cityscapes OOD,5,0,MCDropout,3,class_mask_combined_score,Image Level,0.914,0.7614240000000001,()
11553,ResNet50,Cityscapes OOD,5,0,MCDropout,3,mutual_information_mask,Patch Level,0.628,0.606036,()
11554,Swin-B,Cityscapes OOD,3,2,MCDropout+TTA+Timeseries,2,pred_entropy_mask,Patch Level,0.6,0.544908,"('horizontalFlip',)"
11555,Swin-B,Cityscapes OOD,3,2,MCDropout+TTA+Timeseries,2,pred_entropy_mask,Image Level,0.776,0.586692,"('horizontalFlip',)"
11556,Swin-B,Cityscapes OOD,3,2,MCDropout+TTA+Timeseries,2,expected_entropy_mask,Patch Level,0.48,0.504992,"('horizontalFlip',)"
11557,Swin-B,Cityscapes OOD,3,2,MCDropout+TTA+Timeseries,2,expected_entropy_mask,Image Level,0.688,0.526808,"('horizontalFlip',)"
11558,Swin-B,Cityscapes OOD,3,2,MCDropout+TTA+Timeseries,2,mutual_information_mask,Image Level,0.758,0.614772,"('horizontalFlip',)"
