Dataset,Backbone,MC Samples,# of Frames,TTA Transforms,Seed,AURC-PQ,EAURC-PQ,AURC-IoU,EAURC-IoU,AURC-DICE,EAURC-DICE
Cityscapes,DINOv2 (ViT-B),0,3,"('horizontalFlip',)",2,0.3769311944911579,0.058038034469401756,0.06953750386603051,0.011594551203823765,0.03630126627976791,0.006322433083166858
Cityscapes,DINOv2 (ViT-B),0,3,"('horizontalFlip',)",3,0.3769311944911579,0.058038034469401756,0.06953750386603051,0.011594551203823765,0.03630126627976791,0.006322433083166858
Cityscapes,DINOv2 (ViT-B),0,3,"('scale',)",1,0.427293831788927,0.055445739058252286,0.07716067531801102,0.011009034825197578,0.04046341547481702,0.0060781916563114186
Cityscapes,DINOv2 (ViT-B),0,3,"('scale',)",2,0.427293831788927,0.055445739058252286,0.07716067531801102,0.011009034825197578,0.04046341547481702,0.0060781916563114186
Cityscapes,DINOv2 (ViT-B),0,3,"('scale',)",3,0.427293831788927,0.055445739058252286,0.07716067531801102,0.011009034825197578,0.04046341547481702,0.0060781916563114186
Cityscapes,DINOv2 (ViT-B),0,5,(),1,0.39683492317048846,0.05563683841955663,0.07394942870427944,0.01177186885801372,0.03873979036853278,0.006497451938072912
Cityscapes,DINOv2 (ViT-B),0,5,(),2,0.39683492317048846,0.05563683841955663,0.07394942870427944,0.01177186885801372,0.03873979036853278,0.006497451938072912
Cityscapes,DINOv2 (ViT-B),0,5,(),3,0.39683492317048846,0.05563683841955663,0.07394942870427944,0.01177186885801372,0.03873979036853278,0.006497451938072912
Cityscapes,DINOv2 (ViT-B),0,5,"('horizontalFlip',)",1,0.38584977280536326,0.055100546147379525,0.07147890353185478,0.011608733996893918,0.03735464341495037,0.006345689189632277
Cityscapes,DINOv2 (ViT-B),0,5,"('horizontalFlip',)",2,0.38584977280536326,0.055100546147379525,0.07147890353185478,0.011608733996893918,0.03735464341495037,0.006345689189632277
Cityscapes,DINOv2 (ViT-B),0,5,"('horizontalFlip',)",3,0.38584977280536326,0.055100546147379525,0.07147890353185478,0.011608733996893918,0.03735464341495037,0.006345689189632277
Cityscapes,DINOv2 (ViT-B),0,5,"('scale',)",1,0.433213629261314,0.055446827675879884,0.0786827266047462,0.011481940955186912,0.04129606168818029,0.00634652351600757
Cityscapes,DINOv2 (ViT-B),0,5,"('scale',)",2,0.433213629261314,0.055446827675879884,0.0786827266047462,0.011481940955186912,0.04129606168818029,0.00634652351600757
Cityscapes,DINOv2 (ViT-B),0,5,"('scale',)",3,0.433213629261314,0.055446827675879884,0.0786827266047462,0.011481940955186912,0.04129606168818029,0.00634652351600757
Cityscapes,DINOv2 (ViT-B),3,0,(),1,0.4011845830453392,0.06216725313541782,0.07226317566833579,0.01215243511766989,0.03780840513476255,0.0066703422160916265
Cityscapes,DINOv2 (ViT-B),3,0,(),2,0.4015687495159837,0.061653867690205144,0.07323188199081451,0.013002855129406334,0.03829641552469531,0.007093713811075635
