Dataset,Backbone,MC Samples,# of Frames,TTA Transforms,Seed,OOD Detection Rate,OOD AUROC
Cityscapes OOD (VIPER model),Swin-B,0,2,"('scale',)",2,0.958,0.8048319999999999
Cityscapes OOD (VIPER model),Swin-B,0,2,"('scale',)",3,0.958,0.8048319999999999
Cityscapes OOD (VIPER model),Swin-B,0,3,(),1,0.986,0.8636159999999999
Cityscapes OOD (VIPER model),Swin-B,0,3,(),2,0.986,0.8636159999999999
Cityscapes OOD (VIPER model),Swin-B,0,3,(),3,0.986,0.8636159999999999
Cityscapes OOD (VIPER model),Swin-B,0,3,"('horizontalFlip',)",1,0.982,0.832648
Cityscapes OOD (VIPER model),Swin-B,0,3,"('horizontalFlip',)",2,0.982,0.832648
Cityscapes OOD (VIPER model),Swin-B,0,3,"('horizontalFlip',)",3,0.982,0.832648
Cityscapes OOD (VIPER model),Swin-B,0,3,"('scale',)",1,0.96,0.778028
Cityscapes OOD (VIPER model),Swin-B,0,3,"('scale',)",2,0.96,0.778028
Cityscapes OOD (VIPER model),Swin-B,0,3,"('scale',)",3,0.96,0.778028
Cityscapes OOD (VIPER model),Swin-B,0,5,(),1,0.988,0.801364
Cityscapes OOD (VIPER model),Swin-B,0,5,(),2,0.988,0.801364
Cityscapes OOD (VIPER model),Swin-B,0,5,(),3,0.988,0.801364
Cityscapes OOD (VIPER model),Swin-B,0,5,"('horizontalFlip',)",1,0.984,0.779048
Cityscapes OOD (VIPER model),Swin-B,0,5,"('horizontalFlip',)",2,0.984,0.779048
Cityscapes OOD (VIPER model),Swin-B,0,5,"('horizontalFlip',)",3,0.984,0.779048
Cityscapes OOD (VIPER model),Swin-B,0,5,"('scale',)",1,0.954,0.7302280000000001
Cityscapes OOD (VIPER model),Swin-B,0,5,"('scale',)",2,0.954,0.7302280000000001
Cityscapes OOD (VIPER model),Swin-B,0,5,"('scale',)",3,0.954,0.7302280000000001
Cityscapes OOD (VIPER model),Swin-B,3,0,(),1,0.704,0.6428759999999999
Cityscapes OOD (VIPER model),Swin-B,3,0,(),2,0.724,0.63162
Cityscapes OOD (VIPER model),Swin-B,3,0,(),3,0.716,0.6540119999999999
Cityscapes OOD (VIPER model),Swin-B,3,0,"('horizontalFlip',)",1,0.732,0.657036
Cityscapes OOD (VIPER model),Swin-B,3,0,"('horizontalFlip',)",2,0.74,0.6616759999999999
Cityscapes OOD (VIPER model),Swin-B,3,0,"('horizontalFlip',)",3,0.736,0.6571559999999999
Cityscapes OOD (VIPER model),Swin-B,3,0,"('horizontalFlip', 'scale')",1,0.766,0.6801999999999999
Cityscapes OOD (VIPER model),Swin-B,3,0,"('horizontalFlip', 'scale')",2,0.796,0.679324
Cityscapes OOD (VIPER model),Swin-B,3,0,"('horizontalFlip', 'scale')",3,0.768,0.678516
Cityscapes OOD (VIPER model),Swin-B,3,0,"('scale',)",1,0.75,0.6636599999999999
Cityscapes OOD (VIPER model),Swin-B,3,0,"('scale',)",2,0.756,0.6722919999999999
Cityscapes OOD (VIPER model),Swin-B,3,0,"('scale',)",3,0.75,0.6655920000000001
Cityscapes OOD (VIPER model),Swin-B,3,1,(),1,0.948,0.87356
Cityscapes OOD (VIPER model),Swin-B,3,1,(),2,0.946,0.876592
Cityscapes OOD (VIPER model),Swin-B,3,1,(),3,0.95,0.872536
Cityscapes OOD (VIPER model),Swin-B,3,1,"('horizontalFlip',)",1,0.956,0.854676
Cityscapes OOD (VIPER model),Swin-B,3,1,"('horizontalFlip',)",2,0.964,0.8551440000000001
Cityscapes OOD (VIPER model),Swin-B,3,1,"('horizontalFlip',)",3,0.968,0.856772
Cityscapes OOD (VIPER model),Swin-B,3,1,"('scale',)",1,0.956,0.8162159999999998
Cityscapes OOD (VIPER model),Swin-B,3,1,"('scale',)",2,0.936,0.8131919999999999
Cityscapes OOD (VIPER model),Swin-B,3,1,"('scale',)",3,0.95,0.814872
Cityscapes OOD (VIPER model),Swin-B,3,2,(),1,0.968,0.8420000000000001
Cityscapes OOD (VIPER model),Swin-B,3,2,(),2,0.96,0.848576
Cityscapes OOD (VIPER model),Swin-B,3,2,(),3,0.962,0.8524800000000001
Cityscapes OOD (VIPER model),Swin-B,3,2,"('horizontalFlip',)",1,0.982,0.8313640000000001
Cityscapes OOD (VIPER model),Swin-B,3,2,"('horizontalFlip',)",2,0.976,0.82891
Cityscapes OOD (VIPER model),Swin-B,3,2,"('horizontalFlip',)",3,0.966,0.823164
Cityscapes OOD (VIPER model),Swin-B,3,3,(),1,0.954,0.814016
Cityscapes OOD (VIPER model),Swin-B,3,3,(),2,0.952,0.818236
Cityscapes OOD (VIPER model),Swin-B,3,3,(),3,0.95,0.8148080000000001
Cityscapes OOD (VIPER model),Swin-B,3,5,(),1,0.958,0.767556
Cityscapes OOD (VIPER model),Swin-B,3,5,(),2,0.956,0.7639800000000001
Cityscapes OOD (VIPER model),Swin-B,3,5,(),3,0.964,0.766192
Cityscapes OOD (VIPER model),Swin-B,5,0,(),1,0.722,0.660804
Cityscapes OOD (VIPER model),Swin-B,5,0,(),2,0.698,0.64198
Cityscapes OOD (VIPER model),Swin-B,5,0,(),3,0.736,0.6587120000000001
Cityscapes OOD (VIPER model),Swin-B,5,0,"('horizontalFlip',)",1,0.732,0.6620079999999999
Cityscapes OOD (VIPER model),Swin-B,5,0,"('horizontalFlip',)",2,0.742,0.6611079999999999
Cityscapes OOD (VIPER model),Swin-B,5,0,"('horizontalFlip',)",3,0.72,0.6542
Cityscapes OOD (VIPER model),Swin-B,5,0,"('scale',)",1,0.754,0.6722199999999999
Cityscapes OOD (VIPER model),Swin-B,5,0,"('scale',)",2,0.752,0.6702319999999999
Cityscapes OOD (VIPER model),Swin-B,5,0,"('scale',)",3,0.758,0.6744359999999999
Cityscapes OOD (VIPER model),Swin-B,5,1,(),1,0.972,0.8740720000000001
Cityscapes OOD (VIPER model),Swin-B,5,1,(),2,0.97,0.8786799999999999
Cityscapes OOD (VIPER model),Swin-B,5,1,(),3,0.958,0.874084
Cityscapes OOD (VIPER model),Swin-B,5,1,"('horizontalFlip',)",1,0.966,0.851592
Cityscapes OOD (VIPER model),Swin-B,5,1,"('horizontalFlip',)",2,0.964,0.8581920000000001
Cityscapes OOD (VIPER model),Swin-B,5,1,"('horizontalFlip',)",3,0.974,0.851384
Cityscapes OOD (VIPER model),Swin-B,5,2,(),1,0.968,0.8412000000000001
Cityscapes OOD (VIPER model),Swin-B,5,2,(),2,0.966,0.84602
Cityscapes OOD (VIPER model),Swin-B,5,2,(),3,0.974,0.8515319999999998
Cityscapes OOD (VIPER model),Swin-B,5,3,(),1,0.98,0.818
Cityscapes OOD (VIPER model),Swin-B,5,3,(),2,0.97,0.8187440000000001
Cityscapes OOD (VIPER model),Swin-B,5,3,(),3,0.966,0.8156319999999999
Cityscapes OOD (VIPER model),Swin-B,10,0,(),1,0.73,0.65902
Cityscapes OOD (VIPER model),Swin-B,10,0,(),2,0.718,0.64778
Cityscapes OOD (VIPER model),Swin-B,10,0,(),3,0.734,0.6515320000000001
Cityscapes OOD (VIPER model),Swin-B,10,0,"('horizontalFlip',)",1,0.758,0.66826
Cityscapes OOD (VIPER model),Swin-B,10,0,"('horizontalFlip',)",2,0.742,0.667216
Cityscapes OOD (VIPER model),Swin-B,10,0,"('horizontalFlip',)",3,0.758,0.670712
Cityscapes OOD (VIPER model),Swin-B,10,1,(),1,0.966,0.868236
Cityscapes OOD (VIPER model),Swin-B,10,1,(),2,0.968,0.8741519999999999
Cityscapes OOD (VIPER model),Swin-B,10,1,(),3,0.97,0.871312
